,age,best_estimate_liabilities,death_prob,discount_rate,expected_benefit,expected_premium,forward_rate,projection_year,pv_expected_benefit,pv_expected_premium,survival_rate,yearly_forward_rate,yearly_spot_rate,t,r
0,32,-6507.495758738027,0.00012925851979228575,1.0,0.0,0.0,0.0,0,37272.21341648682,43779.709175224845,0.9998707414802077,0.0,0.0,0,1
1,32,-6507.495758738027,0.00012925851979228575,0.9993890993952392,12.924181202734685,139.9819038072291,0.0006112740324368815,1,37272.21341648682,43779.709175224845,0.9997414996681804,0.00736,0.00736,1,1
2,32,-6384.338232220587,0.00012925851979228575,0.9993890993952392,12.922510642202894,139.96380995354525,0.0006112740324368815,1,37282.06487126067,43666.40310348126,0.9996122745617584,0.00736,0.00736,2,1
3,32,-6261.121856037578,0.00012925851979228575,0.9993890993952392,12.920840297605283,139.94571843864617,0.0006112740324368815,1,37291.92401955471,43553.04587559229,0.9994830661587824,0.00736,0.00736,3,1
4,32,-6137.846592091577,0.00012925851979228575,0.9993890993952392,12.919170168913944,139.92762926222952,0.0006112740324368815,1,37301.79086585571,43439.63745794729,0.9993538744570932,0.00736,0.00736,4,1
5,32,-6014.5124022621385,0.00012925851979228575,0.9993890993952392,12.917500256100963,139.90954242399306,0.0006112740324368815,1,37311.665414653246,43326.177816915384,0.9992246994545322,0.00736,0.00736,5,1
6,32,-5891.119248405819,0.00012925851979228575,0.9993890993952392,12.915830559138444,139.8914579236345,0.0006112740324368815,1,37321.54767043962,43212.66691884544,0.9990955411489408,0.00736,0.00736,6,1
7,32,-5767.667092356103,0.00012925851979228575,0.9993890993952392,12.914161077998482,139.87337576085173,0.0006112740324368815,1,37331.43763770995,43099.10473006605,0.9989663995381608,0.00736,0.00736,7,1
8,32,-5644.155895923439,0.00012925851979228575,0.9993890993952392,12.91249181265318,139.85529593534253,0.0006112740324368815,1,37341.3353209621,42985.49121688554,0.9988372746200342,0.00736,0.00736,8,1
9,32,-5520.585620895188,0.00012925851979228575,0.9993890993952392,12.910822763074647,139.8372184468048,0.0006112740324368815,1,37351.24072469673,42871.826345591915,0.9987081663924035,0.00736,0.00736,9,1
10,32,-5396.956229035648,0.00012925851979228575,0.9993890993952392,12.90915392923499,139.81914329493648,0.0006112740324368815,1,37361.153853417265,42758.11008245291,0.9985790748531111,0.00736,0.00736,10,1
11,32,-5273.267682085992,0.00012925851979228575,0.9993890993952392,12.907485311106326,139.80107047943557,0.0006112740324368815,1,37371.074711629924,42644.34239371592,0.9984500000000001,0.00736,0.00736,11,1
12,33,-5149.519941764316,0.00013927330094276602,0.9993890993952392,13.905742732630474,139.78300000000002,0.0006112740324368815,1,37381.003303843696,42530.52324560801,0.9983109425726737,0.00736,0.00736,12,1
13,33,-5026.713506818225,0.00013927330094276602,0.9985154349715164,13.903806033938041,139.76353196017433,0.0014867722385543125,2,37389.9390975177,42416.652604335926,0.9981719045123343,0.017987884768106532,0.01266,13,1
14,33,-4908.140234238628,0.00013927330094276602,0.9985154349715164,13.901869604976023,139.7440666317268,0.0014867722385543125,2,37431.60494314237,42339.745177380995,0.9980328858162846,0.017987884768106532,0.01266,14,1
15,33,-4789.408225170097,0.00013927330094276602,0.9985154349715164,13.899933445706864,139.72460401427983,0.0014867722385543125,2,37473.334675697595,42262.74290086769,0.9978938864818275,0.017987884768106532,0.01266,15,1
16,33,-4670.5172411626845,0.00013927330094276602,0.9985154349715164,13.897997556092996,139.70514410745585,0.0014867722385543125,2,37515.12838989861,42185.64563106129,0.9977549065062666,0.017987884768106532,0.01266,16,1
17,33,-4551.467043412267,0.00013927330094276602,0.9985154349715164,13.896061936096864,139.68568691087734,0.0014867722385543125,2,37556.986180601474,42108.45322401374,0.9976159458869057,0.017987884768106532,0.01266,17,1
18,33,-4432.257392760017,0.00013927330094276602,0.9985154349715164,13.89412658568092,139.6662324241668,0.0014867722385543125,2,37598.90814280335,42031.16553556337,0.9974770046210489,0.017987884768106532,0.01266,18,1
19,33,-4312.888049691865,0.00013927330094276602,0.9985154349715164,13.892191504807615,139.64678064694684,0.0014867722385543125,2,37640.89437164266,41953.78242133452,0.9973380827060009,0.017987884768106532,0.01266,19,1
20,33,-4193.35877433799,0.00013927330094276602,0.9985154349715164,13.890256693439412,139.6273315788401,0.0014867722385543125,2,37682.944962399306,41876.303736737296,0.9971991801390665,0.017987884768106532,0.01266,20,1
21,33,-4073.669326472278,0.00013927330094276602,0.9985154349715164,13.888322151538775,139.60788521946932,0.0014867722385543125,2,37725.06001049489,41798.72933696717,0.9970602969175512,0.017987884768106532,0.01266,21,1
22,33,-3953.819465511784,0.00013927330094276602,0.9985154349715164,13.886387879068174,139.58844156845717,0.0014867722385543125,2,37767.239611492936,41721.05907700472,0.9969214330387605,0.017987884768106532,0.01266,22,1
23,33,-3833.8089505162206,0.00013927330094276602,0.9985154349715164,13.884453875990085,139.56900062542647,0.0014867722385543125,2,37809.48386109907,41643.29281161529,0.9967825885000006,0.017987884768106532,0.01266,23,1
24,34,-3713.63754018741,0.00014928918562284732,0.9985154349715164,14.880886088019881,139.5495623900001,0.0014867722385543125,2,37851.79285516126,41565.43039534867,0.9966337796391204,0.017987884768106532,0.01266,24,1
